,timeus,volt,voltr,curr,currtot,enrgtot,temp,res,vcc,vservo,flags,safety
2475,3274854059.0,21.50931,22.79107,58.62298,3676.339,81.67215,0.0,0.0218644,4.772754,0.729,1.0,6.0
2476,3274958598.0,21.60153,22.86507,57.95473,3678.033,81.70874,0.0,0.02180214,4.946777,1.256,1.0,6.0
2477,3275063149.0,21.64135,22.85941,55.99104,3679.645,81.74364,0.0,0.02175453,4.690576,1.817,1.0,6.0
2478,3275165844.0,21.68728,22.82209,52.17179,3681.119,81.77561,0.0,0.02175146,4.958056,1.817,1.0,6.0
2479,3275269200.0,21.7795,22.86966,50.0064,3682.581,81.80744,0.0,0.02180033,4.869433,1.819,1.0,6.0
2480,3275374448.0,21.75523,22.83291,49.43774,3684.027,81.8389,0.0,0.02179879,4.962891,0.742,1.0,6.0
2481,3275479723.0,21.75442,22.80961,48.46428,3685.444,81.86972,0.0,0.02177242,4.690576,1.812,1.0,6.0
2482,3275585216.0,21.73744,22.78246,48.10767,3686.857,81.90044,0.0,0.02172251,4.817871,0.7920001,1.0,6.0
2483,3275690038.0,21.7164,22.79734,49.81363,3688.295,81.93166,0.0,0.02169974,4.688965,1.271,1.0,6.0
2484,3275796315.0,21.69537,22.80213,50.97022,3689.833,81.96503,0.0,0.02171396,4.822705,1.822,1.0,6.0
2485,3275901889.0,21.72611,22.79998,49.48594,3691.242,81.99565,0.0,0.02170059,4.959668,1.815,1.0,6.0
2486,3276005174.0,21.67677,22.71041,47.63218,3692.619,82.0255,0.0,0.02170059,4.748584,1.824,1.0,6.0
2487,3276109659.0,21.65124,22.70631,48.61956,3694.036,82.05618,0.0,0.02170059,4.956445,0.744,1.0,6.0
2488,3276214646.0,21.64198,22.73108,50.0578,3695.497,82.0878,0.0,0.02175684,4.779199,1.256,1.0,6.0
2489,3276318857.0,21.65088,22.70377,48.3936,3696.885,82.11785,0.0,0.02175684,4.970947,1.817,1.0,6.0
2490,3276423267.0,21.75199,22.71982,44.57364,3698.193,82.14629,0.0,0.02171302,4.700244,1.81,1.0,6.0
